name,naics_code,naics_label
Southern Office Furniture,337,
Gellman Upfitting,811,
Track Lighting,444,
Park Animal Hospital,541930,
Wolfpack Flooring,238,
Okono,332,Fabricated Metal Product Manufacturing
Bang Packaging,322,
Pro Wrestling Elite,812,
Jibbs Jigs,451,
CGR Creative,541810,
Convert Views,541870,
Future Plumbing,444,
Best Weal,315,
Questnet Consolidate Limited,423-,
ReOrbit,517,
Dade's Party Rentals,532,
Northwest Resources,621,
American Marketing and Mailing,541613,
OreKinetics,213,
Gifts To Grab,453,
Lighting Instyle,444,
Avia Training,611710,
Minnesota Muskie Farm,112,
CH LEAD,423,
Havona Environmental,541620,
KS Piercing,448,
Boomgi Electric,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Digital Documents,561,
Electric HorsePower,333,
Ateb,517,
Glam Goddess Private Limited,446,
L3 Valuation,531,
XinRui Technology,335,
Speclin,441,Motor Vehicle and Parts Dealers
Albemarle Pool Supply,238,
Rock Care,621,
Armacoat,325,
Sodus Cold Storage,493,
Home and Auto,441,
MEC Marine,423,
Watertown Little People,624,
Scription,811,
Armatures,335,
Salicylates and Chemicals,325,Chemical Manufacturing
Chemweb,325,
Alpha Stone,238,
IVORY,512,Motion Picture and Sound Recording Industries
Symbiosis Search,561,
Kampi Construction,238,
Agrico,111,
FOLX Health,621,
JUGAL KISHORE,424,
School Safety Advocacy Council,611,
Art Handlers,493,
Sparrow Energy,221,
Norton Associates, 333,
OnCore Nutrition,621,Ambulatory Health Care Services
AI Homez,531,
Schulz Idaho,811,
Oem Bicycle, 441,
Wilko Plate,327,Nonmetallic Mineral Product Manufacturing
Copper Press,332,
Townsend Grain,484,
Dhives,611,
Bindery Overload,323,
Profecto Financial Services,523910,
Wood Floor Restoration Co.,238,
Ecoduct,238,
TSGIFF,512,
Kent,323,
Worldtech Industries,325,
Premier Paving & Planting,238,
Drug Licensing,446,
Simply Southern Bees,112,
Mokshi Steel,331,Primary Metal Manufacturing
Nixenos,523,
Gemini Land Development,541,"Professional, Scientific, and Technical Services"
Specialty Trailers,441,
SDC Millworks,337,
WELDING TECHNOLOGIES,332,
Wild Erb,325,
Webley On The Go,512,Motion Picture and Sound Recording Industries
H&J Electrical Services,238,
Vallery Home Inspections,531,
Ilec,238,
Trail This,451,
Bryant Title,531590,
Hearts to Homes,624,
Longsheng Machine,333,
Howdy Bouncy,532,
BETTR,236,
Corporate Training Partners,611,
Viviopro d.o.o,713,
Richifa Energy,447,
Lockhartandcompany,812,
McAfee Tool,333,
Struktol,325,
Jungle Boxing Club,  611,
BIRCA Health,621,Ambulatory Health Care Services
Accordions,451,
Havoc Movement,711,Performing Arts Companies
Struesli,311,
Hyack Excel Tire,441,Motor Vehicle and Parts Dealers
Mosaic Mold,562,
Augusta Canal,712,
Happy Fruit,325,
Semple Debt Solutions,561440,
Armed Forces Custom Fab,332,
Terracotta,327,
HARATI Store,443,
Waybeo,517,
Enlightened Therapies,339,Other Miscellaneous Manufacturing
West Southlands,813,
Cemco Technology,333,
Shepparton Self Storage,531,
Sofihas,442,
Harmon Pediatrics,6219,
PAG Waste Management,562,
The Spirits & Whisky Company,312,
Morinaga,311,
Wagner Engraving,333,
Kancho Office Equipm,532,
Bellaga,312,
Campion Walker,561,
Realry,448,
Start Smart Business Solutions,541910,
DAJTI,"325,  424,  326,  311,  541,  325,  325,  551,  327,  313",
Magnum Heart, 621,
GALANTEC,332,
Asheville Child Therapy,621,
Offshore,511,Publishing industries (except internet)
BAM,424,
Path of Light,454,
Title Loans Orange County,522,
J's Sweet Treats,722,
BoeStone,423613,
David Fisher,443,
Granny Creek Homestead,112,
Bristol Optical,339,
SMMT,336,
Petcher Seeds,111,
Highly Favord Thrift N Shop,453,
Waikato Cleaning Supplies,561,
Shriram Inframed,339,
Amar Paper Company,322,
Condo BI Canada,531,
Tri Star Foods,311,
Complix,325,
JL Styles,444,
Regatta Processing,334,
Real Healing Simple,621,
Alliance Flight,481,Air Transportation
My French Journey,611,
Vitality Life,511,Publishing
Circle Chicago,722,
SENCAR,333,
Dress It Up Dressing,311,
Collective-Stories,  442,
Aladdin Daycare,624,
Royal Pest Exterminators,561.jsdelivr,
Superior Appliance Sales & Service,811,Repair and Maintenance
Total Machine Solutions,811,Repair and Maintenance
ISOMATRIX,523,
Jay Brand,424,"Merchant Wholesalers, Grocery and Related Product"
Casmark Trading,336,
PeachTree Pavers,238,
StemVax,541930,
Zyltech,337,
Foothills Landing,531,
Cool Shave Ice,722,
LIPS Corporation 立普思股份有限公司,334,
Tigar Refrigeration,423830,
Alta Mere,811 – Repair and Maintenance,
Humana Medicare Supplement,524,
Griffin Small Engine,811,Repair and Maintenance
Treleavens,311,
DA Visions,541921,
Modesto Engine,811310,
Empire Alloys,331,
Country Wine & Liquors,445,
Bainbridge Engineering,332,
Bellebows,453,
Vertical Manufacturing,335,
SIM Store,339,
FIBA AUTOMOTIVE,336,
Nexcomm Systems,334,
Healthcare to Market,446,
The Village at Lake Pine II,531,Real Estate
Road Runner,451,
Gun River Storage,531,
PREMIUM PLASTIC,562,
Biokol,325,
Revlon,446,
Sea Drift Motel,721,
GS Courtyard Homes,236,
Techopack,323,
Simply Whole,812,
Prime Insurance Brokerage,524,
Her Right,813,
Physics Associates,621310,
Karuda,484,
UV-Systems,333,
Kraftube,332,
Hongjet,323,
INDUSTRIAL BEARING CORPORATION,333,
Chiron Technologies,334,
FlowersRussian,453,
Navarro Brazilian Jiu-Jitsu Fight School, 611210,
Zhitai New Energy,335,
DAE AutoCare,325,Chemical Manufacturing
Neverrest Mortgages,522,
Integrative Physical Therapy of NYC,621,
SJE Solutions,333,
Thedevice,451,
Slip Grip,561,
Coco Dripped,722,
Merchant Fraud Journal,511,
Bluetek Supply,423,
Legends Golf & Country,713,
Brightstar Mental Health, 621,
BZN,811490,
McKinney Construction,238,
Abu Dhabi Curtain,442,
Gulf Coast Lightning Rods,238,
3D Advantage,326,
SERENITY OAKS RANCH,721,
Beat45,711,
CONFINET,524,
Fine Tech Machine,333,
Counseling Solutions LV,621,Ambulatory Health Care Services
AGB Risk,524,Insurance Carriers
Interstate Mobile RV Service,811,
Julia Sewell Wine,312,
EMGuidance,541930,
Scott's Tire & Service,441,Motor Vehicle and Parts Dealers
Georgia Diabetes Research,813,
Puppy Lux Boutique,453,
Rugby Bricks,713,
WhaleShark,523,
Martin Helicopters,611,Educational Services
Rashmian,443,
JB Welding & Diesel,811,
Independent Dent Repair,811122,
Bright Opticians,339,Miscellaneous Manufacturing
Dadeville Performing Arts Center,711,
Bremick,332,
NEXT Life Sciences,325,
Hantex,- 424,424
Bow River,337,
Nagari Seed,111,Crop Production
Tusk Direct,333,
Fridge It,493,
Village Dry Cleaners,812299,
Attitude Industries,336,Transportation Equipment Manufacturing
Rosewood Pottery,327,
Guinea Savannah,621,
Peasley and Peasley,561,
MOOD í CC,311,
Wondrous Ice Cream,311,
Automated Sciences,517,
Children's Forest,113,
Fast Glass,811,
Allstar Legal Support Services,5614,
GreenLeafWellness,446,
Bon Venture,511,Publishing
Park Supply of America,423,
The Travel Educators,561,Travel Arrangement and Reservation Services
EMtel,517,
The Chocolate Factory,311,
MILTON CHEMICALS PVT. LTD.,325,
LIKA,335,
A.N.A. TRADING AND SUPPLY LTD. PART.,412,Petroleum and Petroleum Products Merchant Wholesalers
Radiology,621,
Rayven Studios,541,"Professional, Scientific, and Technical Services"
Leyden,335,
Chleh Exhibit,332,
Raz Enterprises Private Limited,311,
DUBEY'S ART & ANTIQUES,453,
Archer Precision,332,Fabricated Metal Product Manufacturing
LDN Catering supplies,423,
Step-Dri,339,
DG Components,335,
Wood Finishing Specialists,238,
Shingle media,443,
Sangfroid Pressure Cleaning,561,
Canyon RTO,531,
Good Energy Solutions,221,
Dalsons Crop Science,325,
RingCentral,517,Telecommunications
Blossify,451,
LouwersHanique,327,
Technoclean Equipments Private Limited,561,
GEM Subsea,541990,
Midwest Optics Solutions,451,
Spark Light,541613,
ShaleXP,211,
Farmstay Sweden,721,
Gartner Refrigeration,238,
BY PROSPEROUS,561,
TRONSON,334,Computer and Electronic Product Manufacturing
Construction Recruitment Company,561,
Kedron,713,
Mule Advertising,541850,
Centro Power,335,
Brooklyn Bangers,311,
Tirupati Industries,326,
UBCHEM,325,
Light communications,517,
Buckeye Bitcoin,541,"Professional, Scientific, and Technical Services"
Espe,334,
I-Larry Synergy,517,
NanoWeather,541,
Golden Artistry,812,
AphroChic,511,Publishing industries (except internet)
Uniguide Dental,339,
Carlson Package,322,
Appliances,811,
Thistle Tanks,562,Waste Management and Remediation Services
CASTRO CUSTOMS BROKERAGE,488,Support Activities for Transportation
ASIAN COAL ASH,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
Monroe County BDC,926,
Livint,221,
Samuhik Abhiyan,813,
M4 Lifting,238,
Great Lakes Senior Living,623,
Millitronic,443,
Silo Food Industries,311,
Asteris,541,
Independent Technologies,443,
Imbsons Engineering Company,811310,
Aries Fabricators,332,
SuperiorPowders,311,
Shaun Boyd Engineering,541330,
Straight Sight,621,
Fortune Bay,213,
Telanon,541613,
EVTron,238,
Stock Seer,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
A1 Networking,517,
New Masters Academy,611,
Ruby Fashion,315,
Arushii,314,
Cornerstone Healthcare SVCS,621,
AIPS,333,
Aerotech Pro,336,Transportation Equipment Manufacturing
MDA Finance,522,
Dietaxion,325,
Swan Tool Company USA,332,Fabricated Metal Product Manufacturing
ENERGY EQUIPMENT,417,
Conex Cable,331,Primary Metal Manufacturing
Evergreen Systems,334,
Lazar's Luggage,316,
St. Louis Tile,444,
P&A Fox Construction,236,
360degree,221,
C&B Pest Control,561,Administrative and Support Services
Juniper,611,
Bright Beginners,624,
M-core Industries, 335,
GS United Reprographics,323,
STEPHEN HYNSON,337家,
Cheshire Woodlands,541620,
G&B Ingredients,311,
NICEST Lab,541990,
LoveWorld,515,
Potter Risk Management,524,Insurance Carriers and Related Activities
White Hera,721,
GMARC,541,"Professional, Scientific, and Technical Services"
Kelly Medical Consulting,621,Ambulatory Health Care Services
Feather Elle Designs,448,
COA,813,
DIATOMIC,541,
Jsc impex,111,
Orient Material,327,
Lexus V8,336,
Cross LTD., 336,
Trilogy Beverage Brands,312,
Kitten Central,813,
Young Lyon Floor Covering,442,
Kenan Research Center Finding Aids,813,
Erway's Christmas Tree Adventure,111,
Knight Transportation,484,
The Drinks Editor,312,
Rain Crow Ranch,112,
Sharp My Mind,511,Publishing industries (except internet)
The Lear Company Austin,531,
VCM,236,
Angel Sortech,333,
Hydraulic & Pneumatic,333,
Browsholme,721,
CarbonScape,335,"Electrical Equipment, Appliance, and Component Manufacturing"
EMC Machinery,532,
Gold Carz,485,
rEvolve Disc Golf,511,
Aeroflon,333,
Adtron,541613,
Oilrequip,423,
Isopropyl,325,
Ingede,523,
I Like The Sound Of That,711310,
Integrative Awareness,621,
Swanny Creative,541430,
Escort Jet Charter,481,
Pro Eagle Trucking,484,Truck Transportation
Budget Pet Stores,453,
Priory Inns,722,
Delaware Valley Nephrology,621,
KCTA,561,
SupremeXP,512,
Stellar Gardens,561,
Nokian Footwear,448,
Blendo Vibes,453,
ORIONSPICA,532,
Moker Group,334,
Bluegrass Forest Resources,541310,
The Computer Guy,811,
Eriksfiord,5413,
Stoneways Decorative Stone,238,
Advanced Heat Transfer,332,
Fire Equipment Service Company ROC C16 318446 CR67 329415,5614,
Orbital Mekatronik,335,
Property Stop North Cyprus,531,
Daryman's,561922,
Prima Engineering,334,
MicroNutrich,111,
Selkie Adaptive Paddle,487,Scenic and Sightseeing Transportation
BEAUTIFUL REMEDY,812,
Fox Capital,523,
Personal Homecare Pharmacy,446,
Dream Jewelry,448,
Forever Home Living Solutions,238,
YOU BI SHENG,326,
Veteran Enhancement Project,813,
Land Research Associates,5413,
Lynx,517,
Ucoob,335,
Reel Lyfe,512,Motion Picture and Sound Recording Industries
Keyi,423,
Earth's Natural Tea Shop,312,
HUALI BEARING,333,
Harvard Trading,523,
Safety And Fire Experts,561621,
Landmarc,562,
Zainab Cargo,488,
Bishop Trains,487,Scenic and Sightseeing Transportation
Pacific Laboratories,541990,
Pleetoox,314,
Dry Water,312,
Naples Transportation,485,
Goldwater Prep,611,
Lea Services,325,
Nano Bio-engineering Laboratory,541930,
Sea-Watch Legal Aid,813,
Scissor Doors,332,
Gold Creek Homeowners Association Inc.,813,
Ram Lodge,721,
Arms Unlimited,451,
Rough Touch Designs,442,
Datapoint Interactive,561  (Administrative and Support Services),
Rapid Pacific,332,
Tausi Assurance,524,Insurance Carriers
D & V Manufacturing IncPPsly l,488,
Holiday Club Saariselka Apartments,721,
Marks Cattle Company,112,
American Physician Partners,621,
Emem Electricals,423,
NETTC,611,Educational Services
RaaHaa Fabrics,314,
A C Gas,211,
PolyBags Rwanda,326,
Rimik,334,
Mystic Geriatrics,621,Ambulatory Health Care Services
West Kirby Grill,722,
Data Risk Assurance,541330,
Broadway Pizza & Subs,722,
Pichler Tools,333,
Furnace Mill,112,
Locals Barber Co.,812,
Above the Code Electrical,238,
Hearty Helpings Food Pantry,624,
Kist Corp,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Das Foto Image Factory,54192,
Breaux Mechanical,238,
Pulcea,339,
Renesola India,335,
R & H Service,213,
DC Garage Door,238,
Lili Hardware,331,
SK India,417,
Neu-Servo,811,Repair and Maintenance
Chef Raks,722,
Lisa J Stevens,541611,
REIGNBOW BEAUTY,446,
Willson Grange,523942,
D&W BBQ,311,
LiDa Painting,238,
Powell Fine Art Advisory,453,
Octal,336,
Myoset,621,
Opinion Services,541910,
Creo Stone,238,
Windy Peaks Brewery,722,
Powerhouse Gymnastics Training Center,611,
CoastalHolisticHealt,812,
WideTallHeavy,484,
UR SPECIAL DAY,561,Administrative and Support Services
No Limits Martial,  611,
WisdomX,621- Offices of Physicians,Offices of Physicians
Deltason Trading,445,
Ipays,522,
IB Glass,238,
Voxdale,541,
Harbor Hemp,325998,
111 Somerset,531,
Euro Sport AutoBody,811,
Sama Al Emirate Electrical Panels Manufacturing,335,
FilterDeal,453,
Denny's Bacon Salt,311,
Morgan Glass Services,327,
The Pottery Patch,423,
Best Dressed Homes,442,
Pure Risk Advisors,524,Insurance Carriers and Related Activities
ABSCO,423,
Cigar City Prime,531,
Intatec,332,Fabricated Metal Product Manufacturing
Skyways,483,Couriers and Messengers.
Openview Gallery, 453,
CTG Power Solutions,221,Utilities
The Cauldron,711,"Performing Arts, Spectator Sports, and Related Industries"
New Life Service,811310,
VNNET,453,
Upland Services,238,
Outstanding Investment Company,531,
RL Welding,332,Fabricated Metal Product Manufacturing
SafeVPN,517,
BioActive Health,541,"Professional, Scientific, and Technical Services"
Skeropy,335,
EAI,335,
Eagle Mountain,484,
Elevated Foods,311,
Blue Ram,237,
Geetech Trading Company,331,
Epic Miami,721,
Limousine And Airport service,485,
A-OK FIRE,561,Administrative and Support Services
Middlesex Mortgage,522,Credit Intermediation and Related Activities
Hatimi Corporation,424,"Merchant Wholesalers, Nondurable Goods"
Porta Cabin,321991,
Funlah,453,
Northwest Power,221,
HBK Trade,332,
Fiber hope,335,
Wood Construction,236,
Event Smart Productions,711,
Gordon Data Processing,524,
JP Car Service,811,
Madira Spirits,312,
Waypoint Private Capital,523,
Geopro Consultants,541320,
Greythorn Bowling Club,713,
Yushang Hardware Tools,333,
Wright Estate Sales,453,
Riverlodge,541613,
Rachel's Coffee,453,
Xtreme Strategy,511,Publishing industries (except internet)
Crane 1,238,
Frank Enterprises,532,
Blockcyphertradepoint,523,
NSN Matrix,336,
Odyssey Event Productions, 812910,
Commexim,423,"Merchant Wholesalers, Durable Goods"
Clear Beam,333,
WEI SHENG,326,
Get in Touch Technology,518,
Crown Minerals,212,
Wirral Cherry Pickers,541511,
Hussey Seatway,337,
South Mountain Sheep,112,
Space Commodities Exchange,336,
Frames Factory,337,
Awaityo,213,
Flippery,531,
Medical and Technology Instituteitute of Nursing Jaipur,611,
Clarks Beach Yacht Club,713,
Plasmatic Systems,333,
Modern Architectural Stone,327,
Bellarmine,813,
Dahang Ceramic,327,
Cherry Home Designs,541410,
ECOTECH GROUP, 337,
Nicastro's Driving School,611692,
Velocity Energy,221,
Sunway Pharmacy,446,
Rixing Tool,332,
Anderson Insulation,238,
Wanngi,621,
India Fine Arts Council,453,
Commonwealth Waste,562,
Spec Floors,238,
Surety One,524,
National Workforce,561,
Karim Julekha Foundation,221,
Tully Sugar,311,
Mr Aberthon,517,Telecommunications
Iron Health,621,
Emmashade,5419,
STORY CULTURE,611930,
Razvi Industries,326,
Imaginative Solutions,517,
GLOBSALES,541,
Twin Lakes Lumber,321,
Cedarstone School of Music,611,
Khaka Interiors,236,
Bulmar Trade,423,
Raventurn,713,
Holfords Pool Services, 561920,
OMARK,334,
Derik Monofil,314,
Bates Family Ranch,721211,
TAS Medical,423,
Rocket Socket Technology,335,
RRT Recycling,562,
Sunshine Trading,441,Motor Vehicle and Parts Dealers
Chiloanee Supplier,561,
Four E,336,
AoGuLi,335,"Electrical Equipment, Appliance, and Component Manufacturing"
PLD,237,
Workforce Solutions,541611,
Techborn Mining,212,
RK Sanitation And Hardware,326,
Van Aroma,325,
Sogno The Salon Company,812,
Hermosillo Heavy Duty Towing,488,Support Activities for Transportation
Tree Robin,561730,
West Accommodations,531,
Tritan AMS,333,
WG Jones,332,
Amexem Trading,4232,
Lee Trailer Sales,441,
Multibeniose,623,
The Rubbish Project,562,
Top Game Developers,511,Publishing industries (except internet)
Laundry Anywhere,812,
Harmony Health Fairs, 621,
Rathborne Training,713,
Public Science Engagement,813,
Kysmet Services,561621,
Food Innovation Trading,445,
Oakstone Human Capital,561,
RCRA Waste,562,
Curtains by Doreen,314,
Dairy Research Day,112,
EcoTech Solutions,333,
WaterLand, 448,
Sneaker Plug,448,
WD-40,325,
Alloy Labs,522,
Tilsatec,325,
CREDIPEX,522,
Patriot Health,524,
RealProp,531,
Asterio Medical Insurance,524,
KRIM Network,541- Software Publishers,Software Publishers
Snaefell Surgery,621,
When The Music Stops,711,
Tempohousing,236,
Connect Auto Parts,336,
EREMONS,213,
Wright Engineering,333,
Meadow View Farm,444,
Anointed Kat,621,
Interstate Sailing,487,
Golden Pin,448,
KD Specialty,238,
Qana,325,
A & D Propane,454,Nonstore Retailers
Centre Heights,531,
Open Door Adoption,624,
Priester Aviation,481,Air Transportation
Fort Wayne Museum of Art, 712,
Packard Fuels,447,Gasoline Stations
Pine Cone Travel Plaza,447,Gasoline Stations
NurseTogether,621,
Mountaineer Auto Repair,811,
Jenna Jennings Photography,541920,
DJAM Pump Specialists,333,
GlobalGeeks,443,
Belsystem,541,"Professional, Scientific, and Technical Services"
MEGATECH CONSTRUCTION,238,
Drone Ohio,541922,
Mimtsnuapada,611,
Secureonce,221,
Sanyu,453,
Levicent,541,
Heller's Gas,454,Nonstore Retailers
JST Japan,445,
Dedham Wholesale Tire,441,Motor Vehicle and Parts Dealers
Colour Chem,325,
Cain Heritage Farms,112,
Fangbrothers,313,
21 Choices,722,
Cheetady,325,Chemical Manufacturing
Designs For Mobility,337,
Mucky Duck Promotions, 711,
Petal and Pony Farms,112,
Johnson Storage,484,
James Landscape,561,
